batch_id,wallet_address,llm_verdict,llm_confidence,recommended_action,llm_reasoning,reviewed_at_iso,llm_model,base_url
wallet-review-1778603536365-c1-b2,BL9mJiRQkfB9i9tMGZX2tSRFqbZVyXdPRKLyiYxkZbGM,genuine_smart_trader,65,keep,"Wallet shows mixed trader and holder activity with buy/sell actions, positive PnL, and targets micro-cap tokens under 200K market cap.",2026-05-12T16:32:57.020Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b2,BVrGGCNcZxNSChWa7XEnGDPJZQTgCmfQYurzDMimnQVr,insufficient_data,45,watch,"Wallet has trader sightings but limited context and unavailable analytics, preventing confident classification as a smart trader.",2026-05-12T16:32:57.020Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b2,Bapcdwy318WjUcQhUiZWgUksdZpRSWWWsXfvWKf31nH9,insufficient_data,35,watch,"All sightings are holder-only with unavailable amounts and analytics, showing no evidence of active trading.",2026-05-12T16:32:57.020Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b2,CVxUKFrWDYkE3gsZP9gyVmLD6XkXykk2ukKhAfNrJev8,insufficient_data,45,watch,"Wallet has one trader sighting but most are holder actions with unavailable analytics, making it unreliable for classification.",2026-05-12T16:32:57.020Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b3,CXVJewdc79TYR55sz4SGLSWUPz3r4LBJ9Mn93bZ8ZyAz,insufficient_data,40,watch,"Wallet shows only holder sightings with no trader actions and unavailable GMGN analytics, making it impossible to assess trading quality.",2026-05-12T16:33:16.582Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b3,DPwH9aWrYGSBqMiPNLMW4Hti1k1xgq64t781eycfLCp5,insufficient_data,40,watch,Only holder sightings observed with no trader actions and no wallet-level analytics available to evaluate trading performance.,2026-05-12T16:33:16.582Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b3,DSUAixPqvUXFX46SvFm7LRYQkthpJom6XsjZn4vTkKaa,inflated_or_wash,70,demote,"KOL-like wallet with positive PnL ($413) but all sightings are holds with no trader actions, indicating noisy KOL flow rather than genuine trading.",2026-05-12T16:33:16.582Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b3,DWja6UWwLhX3uK4joHd7JwGHU2cpZP4cvevEQ69rxxqu,insufficient_data,45,watch,Holder-only sightings with no trader actions and unavailable GMGN analytics; cannot assess trading behavior despite positive PnL.,2026-05-12T16:33:16.582Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b3,DxM1hfY8FQ8dNGrucuJzhJcF8KRbjk8WBwrgKvQ9spPv,inflated_or_wash,75,demote,"KOL-like wallet with very high PnL ($28K) but all sightings are holds with no trader actions, indicating noisy KOL/influencer flow.",2026-05-12T16:33:16.582Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b3,FYsgcNSoqZNcCXsyVvr2NWQToMJUqB2ZbTK7N1E8cqM,genuine_smart_trader,60,keep,"Shows one sell action on a target token with positive PnL ($954.57) and recent activity, suggesting genuine micro-cap trading behavior.",2026-05-12T16:33:16.582Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b3,FdwVhbBQhY9rwF5yaZwVH2SK6jhtxj67idgVrrGgAmKS,genuine_smart_trader,65,keep,"Has a sell action on a target token with positive PnL ($104.06) and recent sightings, aligning with micro-cap trading strategy.",2026-05-12T16:33:16.582Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b3,FjE4fajsdxowAohNztHL5MTgUEpNbuSR3QZK6tDVfh5t,insufficient_data,35,watch,Negative PnL with only holder sightings and no trader actions; insufficient context to classify as genuine trader or bot.,2026-05-12T16:33:16.582Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b3,FpD6n8gfoZNxyAN6QqNH4TFQdV9vZEgcv5W4H2YL8k4X,inflated_or_wash,80,remove,KOL-like wallet with negative PnL (-$3568.80) and only holder sightings; fits the noisy KOL/influencer flow pattern to be avoided.,2026-05-12T16:33:16.582Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b3,G4dZH7s2KZz1DJk1eJcsAAmMqtPrmeT2dbgrz5UNMYxq,genuine_smart_trader,55,watch,Has a sell action on a target token with negative PnL (-$85.63) but shows trading activity; limited confidence due to sparse data.,2026-05-12T16:33:16.582Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b4,GGjSUonDLxoVpDYgJa9ZuudyRvHsRbtHegezdgwsf7be,insufficient_data,80,watch,"Only holder sightings with no wallet-level analytics or trade data, making it impossible to assess trading quality.",2026-05-12T16:33:33.950Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b4,GoonY5hPo63xAPCwkyWuFmQ57HWq8wj5Bevj2D222U4u,inflated_or_wash,70,demote,"Negative PnL with all holder sightings, tags indicating bundler and paper hands behavior, and no trader actions recorded.",2026-05-12T16:33:33.950Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b4,H2KAvWycyqeHhqkMC1f83Pwju3B2MztLYdXVpNMcDs2V,genuine_smart_trader,65,watch,"Positive PnL and holds tokens at target market caps, but sparse data prevents definitive classification.",2026-05-12T16:33:33.950Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b4,HEq5VR1iu2cMC899q76BCQnFTTJrtay7NZPzmhCAWtrQ,genuine_smart_trader,75,keep,"High positive PnL, win rate 0.66, and a sell action recorded, indicating active trading with profits.",2026-05-12T16:33:33.950Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b4,HW1wbyPSa7QTqjRzD4kCKZyBbXFzR8cA7sJqBrzrJ6o4,insufficient_data,75,watch,"Only holder sightings with no wallet-level analytics or trade data, making it impossible to assess trading quality.",2026-05-12T16:33:33.950Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b4,J3CuQHzVmSvrYSMhvUU2dTsZB9Z4R2UKENyhDiJ5W95K,inflated_or_wash,85,remove,"KOL-like wallet with negative PnL and no trader actions, indicating noisy influencer flow.",2026-05-12T16:33:33.950Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b4,J6kZjUBfRhgxXjcQWTyLJimZWKHT4evAJSmhN9rHAQkr,insufficient_data,70,watch,"Only holder sightings with no wallet-level analytics or trade data, making it impossible to assess trading quality.",2026-05-12T16:33:33.950Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b4,M8fe7UqgeFzw2arbSHCTLKyi5qW9KiC8bigC1TGS3G9,insufficient_data,75,watch,Only holder sightings with negative PnL and no wallet-level analytics or trade data.,2026-05-12T16:33:33.950Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b4,RTYizu6bjvFTBfiS56cEoqkKRqk5xa5VBKsHQUeUNDs,insufficient_data,70,watch,"Only holder sightings with no wallet-level analytics or trade data, making it impossible to assess trading quality.",2026-05-12T16:33:33.950Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b4,Tq9FfKdMhnMyBZiyXAGCXb3m6RsyX2WhfXq8DZykafU,inflated_or_wash,65,demote,"Negative PnL with tags indicating bundler and paper hands behavior, and minimal trader activity.",2026-05-12T16:33:33.950Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b5,hnu69n6P5CgYXCtUKii9wgamqtDeTVHY3TVJ6HKt7wC,insufficient_data,30,watch,Only holder sightings with no trader actions and unavailable analytics; data too sparse to classify as a smart trader.,2026-05-12T16:33:54.584Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b5,mh9XHevMtp3jpKx3nw4YwTcDYdWF2xUqk2johRAaSWs,insufficient_data,35,watch,"Mostly holder sightings with one sell action; analytics unavailable, and tags suggest paper hands and bundler, not a clear smart trader.",2026-05-12T16:33:54.584Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b5,sniper3k3WfE4CqDB5XdCC2S4wVu1kCRaXUPKQ1RKoS,bot_or_sniper,60,watch,"Label and tags indicate sniper behavior with one high-value sell and positive PnL, but analytics unavailable and most sightings are holds.",2026-05-12T16:33:54.584Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b5,suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK,inflated_or_wash,55,demote,"KOL-like wallet with only holder sightings and no trader actions; likely noisy KOL flow, not a profitable smart wallet.",2026-05-12T16:33:54.584Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b5,undwZZbXFTXAizTeeNpmygJDa4pWopEr1UCDSWpyo4y,insufficient_data,40,watch,"Mostly holder sightings with two sells; analytics unavailable and tags suggest bundler/paper hands, but insufficient data for confident classification.",2026-05-12T16:33:54.584Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b5,zephyrni115ZD4MvotSF8Xi92yennkdpT5nJkAjGdSU,insufficient_data,45,watch,"Two sells including a large one, but mostly holder sightings and analytics unavailable; tags suggest bundler/paper hands.",2026-05-12T16:33:54.584Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b5,zzzCaz9jTFBka6vypB26BeyKK9BTqyFYyFzqZtM6sUa,insufficient_data,25,watch,Only holder sightings with no trader actions and analytics unavailable; no evidence of smart trading.,2026-05-12T16:33:54.584Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b5,CRehX3UNi4MyyQagMz7MyfiWrN9ZynE6v2eNZ2ffrPD1,insufficient_data,30,watch,"All holder sightings, no trader actions, and analytics unavailable; insufficient data for classification.",2026-05-12T16:33:54.584Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b5,FJTe17tm2ofTRUsnw4TN6nSQSjYhfaw6wFGZRQJDdBZN,genuine_smart_trader,65,watch,Has buy and sell actions on target mcap token with positive PnL and no KOL flags; sparse sightings but shows active trading.,2026-05-12T16:33:54.584Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b5,HtwoXN4SeA4NDYMSwLc2fAYsXys3QUeVt78KDwFPYk3E,insufficient_data,30,watch,Only holder sightings with no trader actions and analytics unavailable; no evidence of smart trading.,2026-05-12T16:33:54.584Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b6,J2ECnk4MJQ8boxN77ss8fTkQRQxG7JmEUEGbARjxBPaz,insufficient_data,30,watch,"All stored sightings are holder-only from endpoints with unavailable trade amounts, and wallet-level analytics are not available, making it impossible to assess trading behavior or profitability.",2026-05-12T16:34:15.580Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b6,Nsgx8SAf9jSmwqewSttpXbEKAHSPZPae2gFLfj6Yu44,genuine_smart_trader,65,keep,"The wallet shows positive PnL ($82.14) from two recorded sells, with holdings in target micro-cap tokens, suggesting active trading aligned with the strategy despite sparse local context.",2026-05-12T16:34:15.580Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b6,1aC2FgH1tujX87Bv9yMVbda2sPiRDNCsjMJoJjw3n6C,insufficient_data,25,watch,"Only one recorded sell with negative PnL, all other sightings are holder endpoints with unavailable amounts, and no wallet analytics are available to validate trading proficiency.",2026-05-12T16:34:15.580Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b6,2HpEemeT7HawRakzj3ckwfPxmgPnji6z7z9yox1sNR8D,insufficient_data,20,watch,"All sightings are holder endpoints with no recorded trades, and despite positive PnL from unknown sources, the local context is too sparse to confirm active trading behavior.",2026-05-12T16:34:15.580Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b6,2dEpwaujMteZsFYCX3hwaavYKkU7kRwAwJe9XGuWNRGA,genuine_smart_trader,75,keep,"Positive PnL ($256.03) from two recorded sells, with holdings in micro-cap tokens and active engagement, indicating profitable trading that aligns with the target strategy.",2026-05-12T16:34:15.580Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b6,5B52w1ZW9tuwUduueP5J7HXz5AcGfruGoX6YoAudvyxG,inflated_or_wash,70,demote,"The wallet is labeled as KOL-like with positive PnL but has no stored trader actions and primarily holder sightings, suggesting noisy influencer flow rather than genuine smart trading.",2026-05-12T16:34:15.580Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b6,71pAfN1nJhcLaezSRYvwdsNFE9PnY9hNfcxB4nZ1gdAp,insufficient_data,20,watch,"Only recorded sells with negative PnL and no holder sightings or wallet analytics, making it impossible to assess overall trading strategy or profitability.",2026-05-12T16:34:15.580Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b6,2NuAgVk3hcb7s4YvP4GjV5fD8eDvZQv5wuN6ZC8igRfV,genuine_smart_trader,85,promote,"GMGN and OKX analytics confirm high win rate (43-56%) and preferred buying below 100K market cap, with profitable trading activity despite sparse local sightings.",2026-05-12T16:34:15.580Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b6,2ji39D4iDuDR1m7rpJcS5ci86PLgBQkWPgwya8YQvY4h,genuine_smart_trader,80,promote,"Wallet analytics show strong win rate (57-66%) and preferred sub-100K market cap trading, with profitable activity and alignment to the target strategy.",2026-05-12T16:34:15.580Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b6,43QmFc2QPPGyMrSNuPnhvfs8BFW1XVZYFdbwURtWoo9x,genuine_smart_trader,85,promote,"GMGN and OKX data indicate high win rate (65-61%) and consistent profitable trading below 100K market cap, strongly supporting classification as a smart wallet.",2026-05-12T16:34:15.580Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b7,55ZQuSoWHxHkCxzZvU4QP6FyNAcc6y62d3FKiEghPzAH,inflated_or_wash,85,remove,"GMGN analytics indicate a profitable trader with high win rate and activity in sub-100K mcap tokens, but harvester data only shows holder sightings with negative PnL and zero buy/sell actions, suggesting wallet is primarily a holder or subject to wash trading, not an active smart trader for the target strategy.",2026-05-12T16:34:23.513Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603536365-c1-b7,6Dt9J7TXM3eqyQBAZMbGJCV6VsP13WVStwPJnLPFtw2Y,genuine_smart_trader,80,keep,"GMGN analytics confirm profitable trading with a preference for 100K-1M mcap tokens and high win rate, aligning with the target strategy, though harvester context is sparse with only holder sightings and unavailable trade amounts.",2026-05-12T16:34:23.513Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
