batch_id,wallet_address,llm_verdict,llm_confidence,recommended_action,llm_reasoning,reviewed_at_iso,llm_model,base_url
wallet-review-1778603819383-c1-b2,9cxLzxjrTeodcbaEU3KCNGE1a4yFZEcdJ7uEXN378S4U,genuine_smart_trader,70,keep,"High token creation count (860) and multiple provider tags (axiom, photon, bullx) suggest active smart money flow, though only holder sightings are stored.",2026-05-12T16:37:37.292Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b2,AVjEtg2ECYKXYeqdRQXvaaAZBjfTjYuSMTR4WLhKoeQN,inflated_or_wash,85,demote,"KOL-like wallet with 58K followers but only holder sightings; no profitable trade evidence despite high PnL from holdings, typical noisy influencer flow.",2026-05-12T16:37:37.292Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b2,AdHmAXchDLi6Niqx3h4QzipFSMu1Dm1yh7RwvGBKJPJa,genuine_smart_trader,70,keep,"High PnL ($2,408) and active trading on target tokens, with GMGN smart_degen tags indicating genuine micro-cap trader behavior.",2026-05-12T16:37:37.292Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b2,BL9mJiRQkfB9i9tMGZX2tSRFqbZVyXdPRKLyiYxkZbGM,genuine_smart_trader,80,promote,"Active buy/sell trades recorded with profit, targeting tokens under 200K mcap, and multiple provider tags (axiom, padre) confirm smart money activity.",2026-05-12T16:37:37.292Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b2,BVrGGCNcZxNSChWa7XEnGDPJZQTgCmfQYurzDMimnQVr,genuine_smart_trader,75,keep,"Recorded sell trade with $2,767 profit and holder sightings in target mcap range, with GMGN axiom tag supporting smart degen classification.",2026-05-12T16:37:37.292Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b2,Bapcdwy318WjUcQhUiZWgUksdZpRSWWWsXfvWKf31nH9,insufficient_data,35,watch,All sightings are holder-only with no trades recorded; cannot assess trading strategy despite GMGN smart_degen tags.,2026-05-12T16:37:37.292Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b2,CVxUKFrWDYkE3gsZP9gyVmLD6XkXykk2ukKhAfNrJev8,genuine_smart_trader,65,keep,"One sell trade with $489 profit and GMGN smart_degen tag, though limited sightings reduce confidence in consistent trading ability.",2026-05-12T16:37:37.292Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b3,CXVJewdc79TYR55sz4SGLSWUPz3r4LBJ9Mn93bZ8ZyAz,insufficient_data,25,watch,Only holder sightings with no trade actions and unavailable amounts; cannot confirm trading activity or profitability.,2026-05-12T16:37:54.755Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b3,DPwH9aWrYGSBqMiPNLMW4Hti1k1xgq64t781eycfLCp5,insufficient_data,25,watch,Only holder sightings with no trade actions and unavailable amounts; cannot confirm trading activity or profitability.,2026-05-12T16:37:54.755Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b3,DSUAixPqvUXFX46SvFm7LRYQkthpJom6XsjZn4vTkKaa,inflated_or_wash,70,demote,"KOL wallet with low win rate, negative PnL, and only holder sightings indicates noisy or unprofitable influence flow.",2026-05-12T16:37:54.755Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b3,DWja6UWwLhX3uK4joHd7JwGHU2cpZP4cvevEQ69rxxqu,insufficient_data,25,watch,Only holder sightings with no trade actions and unavailable amounts; cannot confirm trading activity or profitability.,2026-05-12T16:37:54.755Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b3,DxM1hfY8FQ8dNGrucuJzhJcF8KRbjk8WBwrgKvQ9spPv,inflated_or_wash,70,demote,"KOL wallet with low win rate, no trade actions, and large holder amounts suggests noisy or unprofitable influence flow.",2026-05-12T16:37:54.755Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b3,FYsgcNSoqZNcCXsyVvr2NWQToMJUqB2ZbTK7N1E8cqM,genuine_smart_trader,65,keep,"Has both holder and trader sightings with positive PnL, indicating active trading in target micro-cap tokens.",2026-05-12T16:37:54.755Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b3,FdwVhbBQhY9rwF5yaZwVH2SK6jhtxj67idgVrrGgAmKS,genuine_smart_trader,65,keep,"Has both holder and trader sightings with positive PnL, indicating active trading in target micro-cap tokens.",2026-05-12T16:37:54.755Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b3,FjE4fajsdxowAohNztHL5MTgUEpNbuSR3QZK6tDVfh5t,insufficient_data,25,watch,"Only holder sightings with no trade actions, negative PnL, and unavailable amounts; cannot confirm trading activity.",2026-05-12T16:37:54.755Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b3,FpD6n8gfoZNxyAN6QqNH4TFQdV9vZEgcv5W4H2YL8k4X,inflated_or_wash,70,demote,"KOL wallet with low win rate, negative PnL, and only holder sightings indicates noisy or unprofitable influence flow.",2026-05-12T16:37:54.755Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b3,G4dZH7s2KZz1DJk1eJcsAAmMqtPrmeT2dbgrz5UNMYxq,genuine_smart_trader,60,keep,Has both holder and trader sightings with negative PnL but active trading in target micro-cap tokens.,2026-05-12T16:37:54.755Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b4,GGjSUonDLxoVpDYgJa9ZuudyRvHsRbtHegezdgwsf7be,insufficient_data,25,watch,Only holder sightings with unavailable trade amounts and no trader actions; GMGN winrate of 43% but no PnL or cost data to assess profitability.,2026-05-12T16:38:13.205Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b4,GoonY5hPo63xAPCwkyWuFmQ57HWq8wj5Bevj2D222U4u,inflated_or_wash,80,remove,"Negative PnL (-$297), all sightings are holds with unavailable amounts, and token tags include bundler/paper_hands, indicating likely wash trading.",2026-05-12T16:38:13.205Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b4,H2KAvWycyqeHhqkMC1f83Pwju3B2MztLYdXVpNMcDs2V,inflated_or_wash,85,remove,"All 10 sightings are holds with unavailable amounts, created 118 tokens, and token tags include bundler/paper_hands, suggesting wash trading activity.",2026-05-12T16:38:13.205Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b4,HEq5VR1iu2cMC899q76BCQnFTTJrtay7NZPzmhCAWtrQ,genuine_smart_trader,90,promote,"Positive PnL ($7,166), 62% winrate, includes a profitable sell action, and target tokens match under 200K mcap strategy.",2026-05-12T16:38:13.205Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b4,HW1wbyPSa7QTqjRzD4kCKZyBbXFzR8cA7sJqBrzrJ6o4,inflated_or_wash,75,demote,"Fresh wallet with all holds, unavailable amounts, and token tags bundler/paper_hands, indicating likely wash trading or bot activity.",2026-05-12T16:38:13.205Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b4,J3CuQHzVmSvrYSMhvUU2dTsZB9Z4R2UKENyhDiJ5W95K,inflated_or_wash,90,remove,"KOL-like with negative PnL, very low winrate (17%), and all sightings are holds, indicating noisy influencer flow not profitable trading.",2026-05-12T16:38:13.205Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b4,J6kZjUBfRhgxXjcQWTyLJimZWKHT4evAJSmhN9rHAQkr,inflated_or_wash,70,demote,"All sightings are holds with unavailable amounts, token tags bundler/paper_hands, and low winrate (54%) suggest wash trading.",2026-05-12T16:38:13.205Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b4,M8fe7UqgeFzw2arbSHCTLKyi5qW9KiC8bigC1TGS3G9,inflated_or_wash,80,remove,"Negative PnL (-$26), low winrate (34%), all holds with unavailable amounts, and created 41 tokens, indicating likely wash trading.",2026-05-12T16:38:13.205Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b4,RTYizu6bjvFTBfiS56cEoqkKRqk5xa5VBKsHQUeUNDs,insufficient_data,40,watch,High GMGN winrate (73%) but only holder sightings with unavailable amounts; no trader actions to confirm actual trading activity.,2026-05-12T16:38:13.205Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b4,Tq9FfKdMhnMyBZiyXAGCXb3m6RsyX2WhfXq8DZykafU,inflated_or_wash,85,remove,"Negative PnL (-$46), token tags bundler/paper_hands, and mostly holds with unavailable amounts, indicating wash trading activity.",2026-05-12T16:38:13.205Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b5,hnu69n6P5CgYXCtUKii9wgamqtDeTVHY3TVJ6HKt7wC,insufficient_data,40,watch,"GMGN analytics show high win rate but no stored trade activity and only holder sightings with negligible amounts, making it impossible to confirm as a genuine trader.",2026-05-12T16:38:32.896Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b5,mh9XHevMtp3jpKx3nw4YwTcDYdWF2xUqk2johRAaSWs,bot_or_sniper,70,keep,"Provider tags indicate bundler/paper_hands behavior with a low GMGN win rate and one large sell sighting, suggesting bot or high-frequency trading patterns.",2026-05-12T16:38:32.896Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b5,sniper3k3WfE4CqDB5XdCC2S4wVu1kCRaXUPKQ1RKoS,bot_or_sniper,80,keep,"Label and provider tags explicitly identify sniper/bundler activity, supported by multiple large sell sightings and low GMGN win rate.",2026-05-12T16:38:32.896Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b5,suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK,inflated_or_wash,85,demote,"KOL-like profile with high followers but no stored trade activity and only holder sightings, indicating noisy influencer flow without profitable trading evidence.",2026-05-12T16:38:32.896Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b5,undwZZbXFTXAizTeeNpmygJDa4pWopEr1UCDSWpyo4y,genuine_smart_trader,75,promote,"Multiple high-value sell sightings with positive PnL and high GMGN win rate, combined with active trading signals, suggest a genuine micro-cap trader.",2026-05-12T16:38:32.896Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b5,zephyrni115ZD4MvotSF8Xi92yennkdpT5nJkAjGdSU,genuine_smart_trader,70,keep,"Active trader sightings with large sell amounts and positive PnL, aligned with target micro-cap strategy, though limited buy signals in harvester context.",2026-05-12T16:38:32.896Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b5,zzzCaz9jTFBka6vypB26BeyKK9BTqyFYyFzqZtM6sUa,insufficient_data,50,watch,"GMGN win rate is positive but all sightings are holder-only with no trade activity, and recent data is sparse, preventing confident classification.",2026-05-12T16:38:32.896Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b5,CRehX3UNi4MyyQagMz7MyfiWrN9ZynE6v2eNZ2ffrPD1,insufficient_data,45,watch,"Only holder sightings with no trade actions and moderate GMGN win rate, but data is too sparse to verify as an active trader.",2026-05-12T16:38:32.896Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b5,FJTe17tm2ofTRUsnw4TN6nSQSjYhfaw6wFGZRQJDdBZN,genuine_smart_trader,80,keep,"Active buy and sell trades on target micro-cap token with substantial PnL, matching the target strategy despite limited sightings.",2026-05-12T16:38:32.896Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b5,HtwoXN4SeA4NDYMSwLc2fAYsXys3QUeVt78KDwFPYk3E,insufficient_data,40,watch,"High GMGN win rate but only holder sightings with no trade activity, and data quality limitations prevent confident assessment.",2026-05-12T16:38:32.896Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b6,1aC2FgH1tujX87Bv9yMVbda2sPiRDNCsjMJoJjw3n6C,insufficient_data,60,watch,"Local harvester data is dominated by holder sightings with unavailable amounts and a negative PnL, preventing classification as a smart trader despite GMGN tags.",2026-05-12T16:38:54.740Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b6,2HpEemeT7HawRakzj3ckwfPxmgPnji6z7z9yox1sNR8D,genuine_smart_trader,75,keep,High GMGN win rate (54%) and positive PnL with target share of 50% on microcaps suggest a genuine trader aligned with the strategy.,2026-05-12T16:38:54.740Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b6,2NuAgVk3hcb7s4YvP4GjV5fD8eDvZQv5wuN6ZC8igRfV,genuine_smart_trader,85,promote,GMGN and OKX data confirm a profitable trader (>$11K realized PnL) with a preferred mcap <100K and high activity volume.,2026-05-12T16:38:54.740Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b6,2dEpwaujMteZsFYCX3hwaavYKkU7kRwAwJe9XGuWNRGA,genuine_smart_trader,80,promote,"High GMGN win rate (75%) and positive PnL with recent sell sightings confirm active, profitable trading behavior.",2026-05-12T16:38:54.740Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b6,2ji39D4iDuDR1m7rpJcS5ci86PLgBQkWPgwya8YQvY4h,genuine_smart_trader,85,promote,"OKX data shows $3K+ realized profit, 56% win rate, and preferred mcap <100K, indicating a profitable smart trader.",2026-05-12T16:38:54.740Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b6,43QmFc2QPPGyMrSNuPnhvfs8BFW1XVZYFdbwURtWoo9x,genuine_smart_trader,80,promote,"GMGN tags and OKX data (>$2.5K profit, 61% win rate, preferred mcap <100K) indicate a profitable smart wallet.",2026-05-12T16:38:54.740Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b6,5B52w1ZW9tuwUduueP5J7HXz5AcGfruGoX6YoAudvyxG,inflated_or_wash,90,remove,KOL-like wallet with a poor GMGN win rate (39%) and recent sell actions at $0 amount suggest inflated or noisy KOL flow.,2026-05-12T16:38:54.740Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b6,71pAfN1nJhcLaezSRYvwdsNFE9PnY9hNfcxB4nZ1gdAp,inflated_or_wash,85,remove,Multiple sell actions with $0 amounts and negative PnL indicate inflated or wash trading activity.,2026-05-12T16:38:54.740Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b6,J2ECnk4MJQ8boxN77ss8fTkQRQxG7JmEUEGbARjxBPaz,insufficient_data,70,watch,Holder-only sightings with unavailable amounts and negative PnL provide insufficient evidence for smart trader classification.,2026-05-12T16:38:54.740Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b6,Nsgx8SAf9jSmwqewSttpXbEKAHSPZPae2gFLfj6Yu44,genuine_smart_trader,75,keep,Trader sightings with significant sell amounts and positive PnL on microcaps suggest active trading despite high token creation count.,2026-05-12T16:38:54.740Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b7,55ZQuSoWHxHkCxzZvU4QP6FyNAcc6y62d3FKiEghPzAH,genuine_smart_trader,75,keep,"Wallet shows strong win rate (68.66% OKX, 59.7% GMGN) with realized profit of ~4.8K USD, trades primarily in <100K mcap tokens matching target strategy, and has manual label as profitable despite recent negative PnL from holder sightings.",2026-05-12T16:39:02.110Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
wallet-review-1778603819383-c1-b7,6Dt9J7TXM3eqyQBAZMbGJCV6VsP13WVStwPJnLPFtw2Y,genuine_smart_trader,70,keep,"Active trader with 1023 total txns, positive realized PnL (~509 USD), 59.55% win rate, and preferred mcap of 100K-1M which aligns with target strategy despite mixed profitability noted in manual label.",2026-05-12T16:39:02.110Z,mimo-v2.5-pro,https://api.xiaomimimo.com/v1
